run,mean,std_dev,amplitude,nevents
25251,9.43723,2.00249,90.28234,2193
25252,9.41631,1.96348,87.41514,2106
25255,9.49160,1.99319,465.11721,11381
25256,9.50122,1.96409,337.68243,8142
25257,9.52114,1.99427,275.81708,6775
25258,9.46943,1.97471,334.82374,8138
25259,9.48883,1.96472,313.41214,7532
25262,9.48694,1.96874,380.90626,9207
25263,9.47011,1.96759,398.96531,9649
25264,9.44395,1.95639,333.85858,8033
25265,9.43959,1.93802,201.07437,4796
25266,9.41905,1.96271,191.54152,4619
25269,9.43998,2.01085,135.68183,3338
25272,9.57726,1.97332,359.03720,8677
25273,9.55966,2.00125,382.55975,9357
25275,9.49458,2.01115,211.39800,5201
25276,9.51626,1.98789,209.85131,5106
25277,9.43024,1.97532,205.29840,4979
25279,9.33852,1.93292,140.97258,3358
25280,9.53585,2.01097,258.02103,6340
25281,9.47309,1.99702,260.26218,6384
25282,9.45219,2.01381,107.80117,2646
25283,9.33053,1.98812,119.46509,2905
25286,9.49192,1.98098,297.55394,7241
25287,9.52092,1.97145,267.80438,6491
25288,9.40923,2.03629,176.81989,4401
25289,9.45026,1.98084,137.20829,3322
25290,9.47119,1.91226,132.99928,3120
25293,9.50445,1.96050,154.55461,3704
25295,9.44416,1.97002,303.37675,7338
25296,9.45832,1.96321,276.33178,6676
25298,9.49370,2.04502,203.12223,5082
25299,9.51354,2.06084,55.07450,1387
25300,9.45038,1.92899,232.76463,5519
25301,9.50278,1.99988,161.46040,3959
25303,9.42265,2.00882,78.82579,1936
25305,9.51254,1.98559,122.64942,2997
25306,9.45502,1.95710,61.71212,1481
25309,9.51566,1.99036,247.44628,6065
25310,9.48625,1.87780,74.59298,1721
25311,9.49352,1.94764,174.30615,4175
25312,9.48151,1.97555,116.43016,2812
25313,9.45696,1.96783,121.22460,2927
25314,9.42494,1.96130,110.61212,2682
25315,9.49391,1.93939,269.50820,6411
25316,9.44733,1.95223,125.02964,2986
25317,9.48620,1.96171,150.98517,3626
